pclass,survived,name,sex,age,sibsp,parch,fare,embarked,age_name
1,0,"Allison, Miss. Helen Loraine",0,9.694949696969697,1,2,0.29580589980036276,0.0,age0
3,0,"Andersson, Miss. Ellis Anna Maria",0,9.694949696969697,4,2,0.06104473451835265,0.0,age0
3,1,"Hirvonen, Miss. Hildur E",0,9.694949696969697,0,1,0.023983602730431916,0.0,age0
3,0,"Peacock, Miss. Treasteall",0,9.694949696969697,1,1,0.026887009368195294,0.0,age0
2,1,"Richards, Master. William Rowe",1,9.694949696969697,1,1,0.03659756266088288,0.0,age0
3,1,"Coutts, Master. William Loch ""William""",1,9.694949696969697,1,1,0.031034733136428686,0.0,age0
3,0,"Palsson, Miss. Stina Viola",0,9.694949696969697,3,1,0.04113566043083236,0.0,age0
2,1,"Navratil, Master. Michel M",1,9.694949696969697,1,1,0.050748620223090936,0.0,age0
2,1,"Laroche, Miss. Simonne Marie Anne Andree",0,9.694949696969697,1,2,0.08115719346076702,1.0,age0
3,1,"Asplund, Master. Edvin Rojj Felix",1,9.694949696969697,4,2,0.061264319894317944,0.0,age0
2,1,"Becker, Miss. Marion Louise",0,9.694949696969697,2,1,0.0761229303346364,0.0,age0
3,1,"Karun, Miss. Manca",0,9.694949696969697,0,1,0.026187654344120927,1.0,age0
3,1,"Sandstrom, Miss. Marguerite Rut",0,9.694949696969697,1,1,0.03259622914329302,0.0,age0
3,1,"Kink-Heilmann, Miss. Luise Gretchen",0,9.694949696969697,0,2,0.04298993693898376,0.0,age0
2,1,"Wells, Miss. Joan",0,9.694949696969697,1,1,0.04489301019734967,0.0,age0
3,0,"Skoog, Master. Harald",1,9.694949696969697,3,2,0.05445717323939373,0.0,age0
1,1,"Dodge, Master. Washington",1,9.694949696969697,0,2,0.15977676072337862,0.0,age0
3,0,"Andersson, Master. Sigvard Harald Elias",1,9.694949696969697,4,2,0.06104473451835265,0.0,age0
3,1,"Johnson, Master. Harold Theodor",1,9.694949696969697,1,1,0.021730754366528396,0.0,age0
3,0,"Rice, Master. Arthur",1,9.694949696969697,4,1,0.056848213999904744,2.0,age0
3,0,"Asplund, Master. Carl Edgar",1,9.694949696969697,4,2,0.061264319894317944,0.0,age0
3,1,"Asplund, Miss. Lillian Gertrud",0,9.694949696969697,4,2,0.061264319894317944,0.0,age0
2,1,"West, Miss. Constance Mirium",0,9.694949696969697,1,2,0.05416439273810667,0.0,age0
3,1,"Baclini, Miss. Marie Catherine",0,9.694949696969697,2,1,0.03758969818624431,1.0,age0
3,1,"Emanuel, Miss. Virginia Ethel",0,9.694949696969697,0,0,0.024349578357040744,0.0,age0
3,0,"Boulos, Master. Akar",1,9.694949696969697,1,1,0.029757819776815374,1.0,age0
1,1,"Spedden, Master. Robert Douglas",1,9.694949696969697,0,2,0.2625265161540666,1.0,age0
3,0,"Palsson, Master. Paul Folke",1,9.694949696969697,3,1,0.04113566043083236,0.0,age0
2,1,"Harper, Miss. Annie Jessie ""Nina""",0,9.694949696969697,0,1,0.06441171028315387,0.0,age0
3,0,"Andersson, Miss. Ebba Iris Alfrida",0,9.694949696969697,4,2,0.06104473451835265,0.0,age0
3,1,"Moor, Master. Meier",1,9.694949696969697,0,1,0.024349578357040744,0.0,age0
3,0,"Rice, Master. Eric",1,9.694949696969697,4,1,0.056848213999904744,2.0,age0
3,0,"Panula, Master. Juha Niilo",1,9.694949696969697,4,1,0.07746484096553544,0.0,age0
3,1,"Touma, Master. Georges Youssef",1,9.694949696969697,1,1,0.029757819776815374,1.0,age0
2,1,"Hart, Miss. Eva Miriam",0,9.694949696969697,0,2,0.05123658772523604,0.0,age0
2,1,"Quick, Miss. Winifred Vera",0,9.694949696969697,1,1,0.050748620223090936,0.0,age0
2,1,"Drew, Master. Marshall Brines",1,9.694949696969697,0,2,0.06343577527886367,0.0,age0
3,0,"Rice, Master. George Hugh",1,9.694949696969697,4,1,0.056848213999904744,2.0,age0
2,1,"Davies, Master. John Morgan Jr",1,9.694949696969697,1,1,0.07173122281533045,0.0,age0
2,1,"Collyer, Miss. Marjorie ""Lottie""",0,9.694949696969697,0,2,0.05123658772523604,0.0,age0
3,0,"Palsson, Miss. Torborg Danira",0,9.694949696969697,3,1,0.04113566043083236,0.0,age0
3,0,"Andersson, Miss. Ingeborg Constanzia",0,9.694949696969697,4,2,0.06104473451835265,0.0,age0
3,1,"Olsen, Master. Artur Karl",1,9.694949696969697,0,1,0.006188989423206797,0.0,age0
3,0,"Ford, Miss. Robina Maggie ""Ruby""",0,9.694949696969697,2,2,0.06709553154495196,0.0,age0
3,0,"Boulos, Miss. Nourelain",0,9.694949696969697,1,1,0.029757819776815374,1.0,age0
3,1,"Coutts, Master. Eden Leslie ""Neville""",1,9.694949696969697,1,1,0.031034733136428686,0.0,age0
3,0,"Goodwin, Master. Harold Victor",1,9.694949696969697,5,2,0.09154270340242172,0.0,age0
3,1,"Goldsmith, Master. Frank John William ""Frankie""",1,9.694949696969697,0,2,0.04006213192611313,0.0,age0
3,0,"Skoog, Miss. Mabel",0,9.694949696969697,3,2,0.05445717323939373,0.0,age0
3,0,"Asplund, Master. Clarence Gustaf Hugo",1,9.694949696969697,4,2,0.061264319894317944,0.0,age0
3,1,"Touma, Miss. Maria Youssef",0,9.694949696969697,1,1,0.029757819776815374,1.0,age0
3,0,"Skoog, Master. Karl Thorsten",1,9.694949696969697,3,2,0.05445717323939373,0.0,age0
3,0,"Goodwin, Miss. Jessie Allis",0,9.694949696969697,5,2,0.09154270340242172,0.0,age0
3,0,"Van Impe, Miss. Catharina",0,9.694949696969697,0,2,0.04713766070721715,0.0,age0
3,0,"Rice, Master. Albert",1,9.694949696969697,4,1,0.056848213999904744,2.0,age0
3,0,"Hassan, Mr. Houssein G N",1,9.694949696969697,0,0,0.036670757786204655,1.0,age0
1,1,"Carter, Master. William Thornton II",1,9.694949696969697,1,2,0.23422440102965045,0.0,age0
3,0,"Andersson, Miss. Sigrid Elisabeth",0,9.694949696969697,4,2,0.06104473451835265,0.0,age0
3,0,"Goodwin, Master. William Frederick",1,9.694949696969697,5,2,0.09154270340242172,0.0,age0
3,0,"van Billiard, Master. Walter John",1,9.694949696969697,1,1,0.028302115124416098,0.0,age0
3,1,"Nicola-Yarred, Master. Elias",1,9.694949696969697,1,0,0.021942337075458514,1.0,age0
2,1,"Becker, Miss. Ruth Elizabeth",0,9.694949696969697,2,1,0.0761229303346364,0.0,age0
2,1,"Watt, Miss. Bertha J",0,9.694949696969697,0,0,0.030741952635141623,0.0,age0
2,1,"Mellinger, Miss. Madeleine Violet",0,9.694949696969697,0,1,0.0380614651673182,0.0,age0
3,0,"Abbott, Master. Eugene Joseph",1,9.694949696969697,0,2,0.03952536767375352,0.0,age0
3,1,"Ayoub, Miss. Banoura",0,9.694949696969697,0,0,0.014110458666029575,1.0,age0
1,1,"Ryerson, Master. John Borie",1,9.694949696969697,2,2,0.5121218935012878,1.0,age0
3,0,"Asplund, Master. Filip Oscar",1,9.694949696969697,4,2,0.061264319894317944,0.0,age0
2,0,"Sweet, Mr. George Frederick",1,9.694949696969697,0,0,0.12687155055772734,0.0,age0
3,1,"Svensson, Mr. Johan Cervin",1,9.694949696969697,0,0,0.01800600082915438,0.0,age0
3,0,"Vestrom, Miss. Hulda Amanda Adolfina",0,9.694949696969697,0,0,0.015330377421392339,0.0,age0
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",0,9.694949696969697,1,0,0.058694292654020104,1.0,age0
3,1,"Nicola-Yarred, Miss. Jamila",0,9.694949696969697,1,0,0.021942337075458514,1.0,age0
1,1,"Carter, Miss. Lucile Polk",0,9.694949696969697,1,2,0.23422440102965045,0.0,age0
3,0,"Goodwin, Mr. Charles Edward",1,9.694949696969697,5,2,0.09154270340242172,0.0,age0
3,0,"Panula, Mr. Jaako Arnold",1,9.694949696969697,4,1,0.07746484096553544,0.0,age0
3,0,"Zabour, Miss. Hileni",0,9.694949696969697,1,0,0.028212719478023115,1.0,age0
3,0,"Sage, Master. William Henry",1,9.694949696969697,8,2,0.13575255909676823,0.0,age0
2,1,"Brown, Miss. Edith Eileen",0,9.694949696969697,0,2,0.0761229303346364,0.0,age0
3,1,"Najib, Miss. Adele Kiamie ""Jane""",0,9.694949696969697,0,0,0.014102260811993537,1.0,age0
3,1,"McGowan, Miss. Anna ""Annie""",0,9.694949696969697,0,0,0.015671954672893913,2.0,age0
3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,9.694949696969697,1,0,0.028212719478023115,1.0,age0
3,0,"Elias, Mr. Tannous",1,9.694949696969697,1,1,0.014110458666029575,1.0,age0
1,1,"Madill, Miss. Georgette Alexandra",0,9.694949696969697,0,1,0.41250332793836464,0.0,age0
3,0,"Panula, Mr. Ernesti Arvid",1,9.694949696969697,4,1,0.07746484096553544,0.0,age0
3,1,"Abelseth, Miss. Karen Marie",0,9.694949696969697,0,0,0.014931805565640218,0.0,age0
3,0,"Abbott, Mr. Rossmore Edward",1,9.694949696969697,1,1,0.03952536767375352,0.0,age0
3,1,"Carr, Miss. Helen ""Ellen""",0,9.694949696969697,0,0,0.015126992566498259,2.0,age0
3,0,"Rush, Mr. Alfred George John",1,9.694949696969697,0,0,0.015712553569072387,0.0,age0
3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",0,9.694949696969697,1,1,0.016623491302076868,1.0,age0
3,1,"Sunderland, Mr. Victor Francis",1,9.694949696969697,0,0,0.015712553569072387,0.0,age0
1,1,"Maioni, Miss. Roberta",0,9.694949696969697,0,0,0.16883675574220638,0.0,age0
3,0,"de Pelsmaeker, Mr. Alfons",1,9.694949696969697,0,0,0.018542765081513996,0.0,age0
1,1,"Hippach, Miss. Jean Gertrude",0,9.694949696969697,0,1,0.11316786160148591,1.0,age0
3,0,"Goodwin, Miss. Lillian Amy",0,9.694949696969697,5,2,0.09154270340242172,0.0,age0
3,0,"Vander Planke, Mr. Leo Edmondus",1,9.694949696969697,2,0,0.03513366015444757,0.0,age0
2,0,"Mudd, Mr. Thomas Charles",1,9.694949696969697,0,0,0.020494635090094415,0.0,age0
3,0,"Eklund, Mr. Hans Linus",1,9.694949696969697,0,0,0.015175789316712771,0.0,age0
3,1,"Gilnagh, Miss. Katherine ""Katie""",0,9.694949696969697,0,0,0.015094396337354966,2.0,age0
1,1,"Lines, Miss. Mary Conover",0,9.694949696969697,0,1,0.07690367833806856,0.0,age0
2,0,"Gaskell, Mr. Alfred",1,9.694949696969697,0,0,0.050748620223090936,0.0,age0
3,0,"Ford, Mr. William Neal",1,9.694949696969697,1,3,0.06709553154495196,0.0,age0
3,0,"Osen, Mr. Olaf Elon",1,9.694949696969697,0,0,0.01798980030808316,0.0,age0
3,0,"Pokrnic, Mr. Mate",1,9.694949696969697,0,0,0.016908073949327893,0.0,age0
3,0,"Attalah, Miss. Malake",0,9.694949696969697,0,0,0.028220722145058292,1.0,age0
1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,9.694949696969697,1,0,0.2125586439344078,1.0,age0
3,1,"Andersson, Miss. Erna Alexandra",0,9.694949696969697,4,2,0.015468569817999833,0.0,age0
3,0,"Kallio, Mr. Nikolai Erland",1,9.694949696969697,0,0,0.013907073811135496,0.0,age0
3,0,"Calic, Mr. Jovo",1,9.694949696969697,0,0,0.016908073949327893,0.0,age0
3,0,"Davies, Mr. Joseph",1,9.694949696969697,2,0,0.015712553569072387,0.0,age0
3,0,"Hagardon, Miss. Kate",0,9.694949696969697,0,0,0.015094396337354966,2.0,age0
3,0,"Elias, Mr. Joseph Jr",1,9.694949696969697,1,1,0.014110458666029575,1.0,age0
1,1,"Thayer, Mr. John Borland Jr",1,9.694949696969697,0,2,0.21642978772242535,1.0,age0
2,0,"Deacon, Mr. Percy William",1,9.694949696969697,0,0,0.1434624456306609,0.0,age0
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,9.694949696969697,1,0,0.11125659048908397,0.0,age0
1,0,"Carrau, Mr. Jose Pedro",1,9.694949696969697,0,0,0.09193307740413781,0.0,age0
3,1,"Cribb, Miss. Laura Alice",0,9.694949696969697,0,1,0.031425107138144774,0.0,age0
3,0,"Culumovic, Mr. Jeso",1,9.694949696969697,0,0,0.016908073949327893,0.0,age0
3,0,"Jensen, Mr. Svend Lauritz",1,9.694949696969697,1,0,0.013768881414528002,0.0,age0
2,1,"Lehmann, Miss. Bertha",0,9.694949696969697,0,0,0.023422440102965045,1.0,age0
2,1,"Ilett, Miss. Bertha",0,9.694949696969697,0,0,0.020494635090094415,0.0,age0
3,0,"Calic, Mr. Petar",1,9.694949696969697,0,0,0.016908073949327893,0.0,age0
3,0,"Dika, Mr. Mirko",1,9.694949696969697,0,0,0.015411575213749284,0.0,age0
2,1,"Doling, Miss. Elsie",0,9.694949696969697,0,1,0.04489301019734967,0.0,age0
2,0,"Fahlstrom, Mr. Arne Jonas",1,9.694949696969697,0,0,0.025374310111545468,0.0,age0
2,0,"Fillbrook, Mr. Joseph Charles",1,9.694949696969697,0,0,0.020494635090094415,0.0,age0
3,0,"Rosblom, Mr. Viktor Richard",1,9.694949696969697,1,1,0.039452172548431745,0.0,age0
2,0,"Davies, Mr. Charles Henry",1,9.694949696969697,0,0,0.1434624456306609,0.0,age0
3,0,"Klasen, Mr. Klas Albin",1,9.694949696969697,1,1,0.015330377421392339,0.0,age0
2,0,"Dibden, Mr. William",1,9.694949696969697,0,0,0.1434624456306609,0.0,age0
1,0,"Penasco y Castellana, Mr. Victor de Satode",1,9.694949696969697,1,0,0.2125586439344078,1.0,age0
3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,9.694949696969697,0,0,0.015126992566498259,0.0,age0
2,0,"Andrew, Mr. Edgardo Samuel",1,9.694949696969697,0,0,0.022446505098674834,0.0,age0
2,1,"Silven, Miss. Lyyli Karoliina",0,9.694949696969697,0,2,0.025374310111545468,0.0,age0
3,1,"Nilsson, Miss. Berta Olivia",0,20.193939393939395,0,0,0.015175789316712771,0.0,age20
1,1,"Taussig, Miss. Ruth",0,20.193939393939395,0,2,0.1554664461834305,0.0,age20
3,0,"Pettersson, Miss. Ellen Natalia",0,20.193939393939395,0,0,0.015175789316712771,0.0,age20
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",0,20.193939393939395,1,0,0.034743286152731485,0.0,age20
1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",0,20.193939393939395,1,0,0.11711220051482522,0.0,age20
1,1,"Ryerson, Miss. Emily Borie",0,20.193939393939395,2,2,0.5121218935012878,1.0,age20
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",0,20.193939393939395,0,0,0.014110458666029575,1.0,age20
3,1,"Aks, Mrs. Sam (Leah Rosen)",0,20.193939393939395,0,1,0.01824998458022693,0.0,age20
3,0,"Allum, Mr. Owen George",1,20.193939393939395,0,0,0.016200521071217493,0.0,age20
2,0,"Bailey, Mr. Percy Andrew",1,20.193939393939395,0,0,0.022446505098674834,0.0,age20
1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",0,20.193939393939395,1,0,0.10364429745562033,0.0,age20
2,0,"Hiltunen, Miss. Marta",0,20.193939393939395,1,1,0.025374310111545468,0.0,age20
3,0,"Bjorklund, Mr. Ernst Herbert",1,20.193939393939395,0,0,0.015126992566498259,0.0,age20
3,1,"Turja, Miss. Anna Sofia",0,20.193939393939395,0,0,0.019209719063445922,0.0,age20
3,1,"Sjoblom, Miss. Anna Sofia",0,20.193939393939395,0,0,0.014630827210317115,0.0,age20
3,0,"Cacic, Mr. Jego Grga",1,20.193939393939395,0,0,0.016908073949327893,0.0,age20
3,1,"Cohen, Mr. Gurshon ""Gus""",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
3,0,"Hegarty, Miss. Hanora ""Nora""",0,20.193939393939395,0,0,0.013175122557917838,2.0,age20
3,0,"Burns, Miss. Mary Delia",0,20.193939393939395,0,0,0.01537917417160685,2.0,age20
3,0,"Fischer, Mr. Eberhard Thelander",1,20.193939393939395,0,0,0.015216388212891242,0.0,age20
3,0,"Vander Planke, Miss. Augusta Maria",0,20.193939393939395,2,0,0.03513366015444757,0.0,age20
3,0,"Wiklund, Mr. Jakob Alfred",1,20.193939393939395,1,0,0.012678957201736696,0.0,age20
3,0,"Chronopoulos, Mr. Demetrios",1,20.193939393939395,1,0,0.028212719478023115,1.0,age20
3,1,"Badman, Miss. Emily Louisa",0,20.193939393939395,0,0,0.015712553569072387,0.0,age20
3,0,"Barbara, Miss. Saiide",0,20.193939393939395,0,1,0.028212719478023115,1.0,age20
3,0,"Edvardsson, Mr. Gustaf Hjalmar",1,20.193939393939395,0,0,0.015175789316712771,0.0,age20
3,0,"Ford, Mr. Edward Watson",1,20.193939393939395,2,2,0.06709553154495196,0.0,age20
1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,20.193939393939395,1,0,0.4440992237022602,1.0,age20
2,0,"Swane, Mr. George",1,20.193939393939395,0,0,0.025374310111545468,0.0,age20
3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",1,20.193939393939395,0,0,0.014110458666029575,1.0,age20
3,0,"Buckley, Miss. Katherine",0,20.193939393939395,0,0,0.014216054833493776,2.0,age20
2,0,"Pengelly, Mr. Frederick William",1,20.193939393939395,0,0,0.020494635090094415,0.0,age20
3,0,"Burke, Mr. Jeremiah",1,20.193939393939395,0,0,0.013175122557917838,2.0,age20
1,1,"Newsom, Miss. Helen Monypeny",0,20.193939393939395,0,2,0.051301584996521765,0.0,age20
3,0,"Petroff, Mr. Nedelio",1,20.193939393939395,0,0,0.015411575213749284,0.0,age20
3,0,"Gustafsson, Mr. Karl Gideon",1,20.193939393939395,0,0,0.015175789316712771,0.0,age20
1,0,"Fortune, Mr. Charles Alexander",1,20.193939393939395,3,2,0.5133418122566505,0.0,age20
1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",0,20.193939393939395,1,0,0.17777475888549785,1.0,age20
1,1,"Graham, Miss. Margaret Edith",0,20.193939393939395,0,0,0.05855610025741261,0.0,age20
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,20.193939393939395,1,0,0.015330377421392339,0.0,age20
2,0,"Nicholls, Mr. Joseph Charles",1,20.193939393939395,1,1,0.07173122281533045,0.0,age20
3,0,"Patchett, Mr. George",1,20.193939393939395,0,0,0.028302115124416098,0.0,age20
2,0,"Carbines, Mr. William",1,20.193939393939395,0,0,0.025374310111545468,0.0,age20
3,0,"Cor, Mr. Liudevit",1,20.193939393939395,0,0,0.015411575213749284,0.0,age20
2,1,"Bentham, Miss. Lilian W",0,20.193939393939395,0,0,0.025374310111545468,0.0,age20
2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,20.193939393939395,0,0,0.050748620223090936,0.0,age20
3,0,"Dakic, Mr. Branko",1,20.193939393939395,0,0,0.019852079483269742,0.0,age20
3,0,"Beavan, Mr. William Thomas",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
2,0,"Rogers, Mr. Reginald Harry",1,20.193939393939395,0,0,0.020494635090094415,0.0,age20
3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",0,20.193939393939395,1,1,0.030725752114070404,1.0,age20
3,0,"Stoytcheff, Mr. Ilia",1,20.193939393939395,0,0,0.015411575213749284,0.0,age20
3,1,"Devaney, Miss. Margaret Delia",0,20.193939393939395,0,0,0.01537917417160685,2.0,age20
2,1,"Beane, Mrs. Edward (Ethel Clarke)",0,20.193939393939395,1,0,0.050748620223090936,0.0,age20
1,0,"Marvin, Mr. Daniel Warner",1,20.193939393939395,1,0,0.10364429745562033,0.0,age20
3,0,"Johnson, Mr. William Cahoone Jr",1,20.193939393939395,0,0,0.0,0.0,age20
2,1,"Mellors, Mr. William John",1,20.193939393939395,0,0,0.020494635090094415,0.0,age20
3,0,"Crease, Mr. Ernest James",1,20.193939393939395,0,0,0.015923941091001644,0.0,age20
3,1,"Dorking, Mr. Edward Arthur",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,20.193939393939395,0,0,0.014931805565640218,0.0,age20
3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",0,20.193939393939395,1,0,0.031425107138144774,0.0,age20
2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",1,20.193939393939395,0,0,0.02705779799394608,1.0,age20
2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",0,20.193939393939395,1,0,0.050748620223090936,0.0,age20
2,1,"Sincock, Miss. Maude",0,20.193939393939395,0,0,0.07173122281533045,0.0,age20
3,0,"Vendel, Mr. Olof Edvin",1,20.193939393939395,0,0,0.015330377421392339,0.0,age20
3,0,"Jussila, Miss. Katriina",0,20.193939393939395,1,0,0.019177122834302632,0.0,age20
3,0,"Coelho, Mr. Domingos Fernandeo",1,20.193939393939395,0,0,0.013760683560491965,0.0,age20
3,1,"Nakid, Mr. Sahid",1,20.193939393939395,1,1,0.030725752114070404,1.0,age20
3,0,"Gustafsson, Mr. Alfred Ossian",1,20.193939393939395,0,0,0.019217721730481106,0.0,age20
3,0,"Oreskovic, Miss. Marija",0,20.193939393939395,0,0,0.016908073949327893,0.0,age20
3,0,"Hampe, Mr. Leon",1,20.193939393939395,0,0,0.018542765081513996,0.0,age20
3,0,"Olsvigen, Mr. Thor Anderson",1,20.193939393939395,0,0,0.01800600082915438,0.0,age20
3,0,"Oreskovic, Mr. Luka",1,20.193939393939395,0,0,0.016908073949327893,0.0,age20
3,0,"Jensen, Mr. Hans Peder",1,20.193939393939395,0,0,0.015330377421392339,0.0,age20
3,0,"Baccos, Mr. Raffull",1,20.193939393939395,0,0,0.014102260811993537,1.0,age20
3,1,"Abrahamsson, Mr. Abraham August Johannes",1,20.193939393939395,0,0,0.015468569817999833,0.0,age20
3,0,"Braf, Miss. Elin Ester Maria",0,20.193939393939395,0,0,0.015330377421392339,0.0,age20
3,0,"Andreasson, Mr. Paul Edvin",1,20.193939393939395,0,0,0.015330377421392339,0.0,age20
3,1,"Lindqvist, Mr. Eino William",1,20.193939393939395,1,0,0.015468569817999833,0.0,age20
3,0,"Saundercock, Mr. William Henry",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
2,1,"Hocking, Miss. Ellen ""Nellie""",0,20.193939393939395,2,1,0.04489301019734967,0.0,age20
3,0,"Betros, Mr. Tannous",1,20.193939393939395,0,0,0.007831878409428937,1.0,age20
3,0,"Alhomaki, Mr. Ilmari Rudolf",1,20.193939393939395,0,0,0.015468569817999833,0.0,age20
3,1,"Barah, Mr. Hanna Assi",1,20.193939393939395,0,0,0.014110458666029575,1.0,age20
3,0,"Lovell, Mr. John Hall (""Henry"")",1,20.193939393939395,0,0,0.014151057562208049,0.0,age20
3,0,"Nilsson, Mr. August Ferdinand",1,20.193939393939395,0,0,0.015330377421392339,0.0,age20
2,0,"Enander, Mr. Ingvar",1,20.193939393939395,0,0,0.025374310111545468,0.0,age20
3,0,"Reynolds, Mr. Harold J",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
1,0,"White, Mr. Richard Frasar",1,20.193939393939395,0,1,0.15085515328815924,0.0,age20
3,0,"Bowen, Mr. David John ""Dai""",1,20.193939393939395,0,0,0.031425107138144774,0.0,age20
3,0,"Assaf, Mr. Gerios",1,20.193939393939395,0,0,0.014102260811993537,1.0,age20
2,0,"Giles, Mr. Edgar",1,20.193939393939395,1,0,0.022446505098674834,0.0,age20
3,0,"Stanley, Mr. Edward Roland",1,20.193939393939395,0,0,0.015712553569072387,0.0,age20
2,0,"Giles, Mr. Frederick Edward",1,20.193939393939395,1,0,0.022446505098674834,0.0,age20
3,0,"Birkeland, Mr. Hans Martin Monsen",1,20.193939393939395,0,0,0.015175789316712771,0.0,age20
1,1,"Longley, Miss. Gretchen Fiske",0,20.193939393939395,0,0,0.15216446768991498,0.0,age20
3,0,"Ford, Miss. Doolina Margaret ""Daisy""",0,20.193939393939395,2,2,0.06709553154495196,0.0,age20
3,0,"Kalvik, Mr. Johannes Halvorsen",1,20.193939393939395,0,0,0.01646070534336126,0.0,age20
3,0,"Pekoniemi, Mr. Edvard",1,20.193939393939395,0,0,0.015468569817999833,0.0,age20
1,1,"Williams, Mr. Richard Norris II",1,20.193939393939395,0,1,0.11980421963065935,1.0,age20
2,1,"Rugg, Miss. Emily",0,20.193939393939395,0,0,0.020494635090094415,0.0,age20
